,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
4239,1996,2930.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4240,1997,3210.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4241,1998,3600.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4242,1999,3960.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4243,2000,4060.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4244,2001,4450.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4245,2002,4580.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4246,2003,4490.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4247,2004,5390.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4248,2005,5670.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4249,2006,5570.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4250,2007,6200.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4251,2008,6400.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4252,2009,6650.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4253,2010,7030.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4254,2011,7570.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4255,2012,7460.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4256,2013,8010.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4257,2014,8570.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4258,2015,9280.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4259,2016,9920.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4260,2017,9570.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4261,2018,9860.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
4262,1990,61910.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4263,1991,52200.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4264,1992,48900.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4265,1993,43210.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4266,1994,39640.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4267,1995,45340.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4268,1996,52690.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4269,1997,57270.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4270,1998,57300.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4271,1999,40780.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4272,2000,43990.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4273,2001,46170.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4274,2002,49710.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4275,2003,53100.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4276,2004,57550.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4277,2005,51510.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4278,2006,53760.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4279,2007,52580.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4280,2008,51350.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4281,2009,47070.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4282,2010,46660.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4283,2011,50810.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4284,2012,45450.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4285,2013,46150.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4286,2014,38720.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4287,2015,45160.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4288,2016,46240.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4289,2017,46900.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4290,2018,45540.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
4291,1990,150.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4292,1991,180.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4293,1992,180.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4294,1993,190.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4295,1994,210.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4296,1995,200.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4297,1996,240.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4298,1997,350.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4299,1998,440.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4300,1999,520.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4301,2000,580.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4302,2001,640.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4303,2002,540.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4304,2003,550.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4305,2004,750.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4306,2005,700.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4307,2006,740.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4308,2007,650.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4309,2008,700.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4310,2009,510.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4311,2010,440.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4312,2011,400.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4313,2012,450.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4314,2013,410.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4315,2014,460.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4316,2015,500.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4317,2016,540.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4318,2017,590.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4319,2018,620.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
4320,1990,340.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4321,1991,360.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4322,1992,460.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4323,1993,460.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4324,1994,480.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4325,1995,250.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4326,1996,300.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4327,1997,230.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4328,1998,260.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4329,1999,150.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4330,2000,400.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4331,2001,430.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4332,2002,530.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4333,2003,580.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4334,2004,570.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4335,2005,480.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4336,2006,630.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4337,2007,540.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4338,2008,550.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4339,2009,550.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4340,2010,590.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4341,2011,770.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4342,2012,890.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4343,2013,1070.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4344,2014,1180.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4345,2015,940.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4346,2016,960.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4347,2017,970.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4348,2018,1020.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
4349,1990,29720.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4350,1991,31290.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4351,1992,32180.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4352,1993,37370.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4353,1994,39240.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4354,1995,38880.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4355,1996,39860.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4356,1997,39500.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4357,1998,37990.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4358,1999,38470.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4359,2000,42580.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4360,2001,42270.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4361,2002,41370.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4362,2003,38220.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4363,2004,39620.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4364,2005,36900.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4365,2006,37170.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4366,2007,38290.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4367,2008,38420.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4368,2009,38830.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4369,2010,42410.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4370,2011,44770.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4371,2012,43690.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4372,2013,43920.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4373,2014,44460.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4374,2015,45500.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4375,2016,46160.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4376,2017,47430.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4377,2018,47360.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
4378,1990,54810.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4379,1991,47940.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4380,1992,46100.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4381,1993,44320.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4382,1994,41700.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4383,1995,42370.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4384,1996,42170.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4385,1997,42270.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4386,1998,41400.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4387,1999,40660.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4388,2000,38070.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4389,2001,38580.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4390,2002,38080.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4391,2003,38340.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4392,2004,37440.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4393,2005,38520.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4394,2006,37880.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4395,2007,37220.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4396,2008,37050.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4397,2009,33840.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4398,2010,35450.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4399,2011,34130.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4400,2012,32370.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4401,2013,32940.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4402,2014,30450.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4403,2015,30750.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4404,2016,31500.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4405,2017,33580.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4406,2018,33000.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
4407,1990,13530.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4408,1991,12740.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4409,1992,12830.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4410,1993,13560.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4411,1994,13610.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4412,1995,14470.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4413,1996,15290.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4414,1997,15730.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4415,1998,15500.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4416,1999,14910.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4417,2000,14540.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4418,2001,15380.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4419,2002,15520.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4420,2003,15420.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4421,2004,15710.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4422,2005,15930.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4423,2006,16310.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4424,2007,16300.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4425,2008,17390.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4426,2009,15530.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4427,2010,15810.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4428,2011,15730.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4429,2012,15170.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4430,2013,14600.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4431,2014,13170.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4432,2015,13170.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4433,2016,13930.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4434,2017,14140.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4435,2018,14050.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
4436,1990,150.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4437,1991,160.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4438,1992,170.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4439,1993,180.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4440,1994,190.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4441,1995,200.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4442,1996,210.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4443,1997,210.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4444,1998,220.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4445,1999,230.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4446,2000,240.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4447,2001,250.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4448,2002,260.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4449,2003,270.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4450,2004,310.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4451,2005,340.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4452,2006,330.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4453,2007,340.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4454,2008,320.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4455,2009,330.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4456,2010,340.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4457,2011,350.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4458,2012,360.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4459,2013,390.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4460,2014,340.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4461,2015,310.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4462,2016,360.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4463,2017,350.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4464,2018,370.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
4465,1990,730.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4466,1991,700.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4467,1992,680.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4468,1993,640.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4469,1994,630.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4470,1995,590.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4471,1996,570.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4472,1997,550.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4473,1998,520.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4474,1999,500.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4475,2000,490.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4476,2001,510.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4477,2002,570.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4478,2003,580.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4479,2004,580.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4480,2005,580.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4481,2006,580.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4482,2007,620.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4483,2008,620.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4484,2009,610.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4485,2010,630.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
4486,2011,630.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
