,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
283,2012,4950210.0,EN.ATM.CO2E.KT,USA,United States,North America,High income,Not classified
284,2013,5089500.0,EN.ATM.CO2E.KT,USA,United States,North America,High income,Not classified
285,2014,5102580.0,EN.ATM.CO2E.KT,USA,United States,North America,High income,Not classified
286,2015,4982790.0,EN.ATM.CO2E.KT,USA,United States,North America,High income,Not classified
287,2016,4888640.0,EN.ATM.CO2E.KT,USA,United States,North America,High income,Not classified
288,2017,4813720.0,EN.ATM.CO2E.KT,USA,United States,North America,High income,Not classified
289,2018,4981300.0,EN.ATM.CO2E.KT,USA,United States,North America,High income,Not classified
290,1990,11125.3916,AG.LND.TOTL.UR.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
291,2000,11125.3916,AG.LND.TOTL.UR.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
292,2010,11125.3916,AG.LND.TOTL.UR.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
293,1990,38.61519241,AG.LND.TOTL.UR.K2,BMU,Bermuda,North America,High income,Not classified
294,2000,38.61519241,AG.LND.TOTL.UR.K2,BMU,Bermuda,North America,High income,Not classified
295,2010,38.61519241,AG.LND.TOTL.UR.K2,BMU,Bermuda,North America,High income,Not classified
296,1990,126511.1641,AG.LND.TOTL.UR.K2,CAN,Canada,North America,High income,Not classified
297,2000,126511.1641,AG.LND.TOTL.UR.K2,CAN,Canada,North America,High income,Not classified
298,2010,126511.1641,AG.LND.TOTL.UR.K2,CAN,Canada,North America,High income,Not classified
299,1990,222688.2344,AG.LND.TOTL.UR.K2,IND,India,South Asia,Lower middle income,IBRD
300,2000,222688.2344,AG.LND.TOTL.UR.K2,IND,India,South Asia,Lower middle income,IBRD
301,2010,222688.2344,AG.LND.TOTL.UR.K2,IND,India,South Asia,Lower middle income,IBRD
302,1990,0.0,AG.LND.TOTL.UR.K2,MDV,Maldives,South Asia,Upper middle income,IDA
303,2000,0.0,AG.LND.TOTL.UR.K2,MDV,Maldives,South Asia,Upper middle income,IDA
304,2010,0.0,AG.LND.TOTL.UR.K2,MDV,Maldives,South Asia,Upper middle income,IDA
305,1990,35871.94141,AG.LND.TOTL.UR.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
306,2000,35871.94141,AG.LND.TOTL.UR.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
307,2010,35871.94141,AG.LND.TOTL.UR.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
308,1990,4016.146484,AG.LND.TOTL.UR.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
309,2000,4016.146484,AG.LND.TOTL.UR.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
310,2010,4016.146484,AG.LND.TOTL.UR.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
311,1990,802053.5923,AG.LND.TOTL.UR.K2,USA,United States,North America,High income,Not classified
312,2000,802053.5923,AG.LND.TOTL.UR.K2,USA,United States,North America,High income,Not classified
313,2010,802053.5923,AG.LND.TOTL.UR.K2,USA,United States,North America,High income,Not classified
314,1990,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
315,1991,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
316,1992,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
317,1993,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
318,1994,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
319,1995,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
320,1996,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
321,1997,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
322,1998,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
323,1999,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
324,2000,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
325,2001,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
326,2002,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
327,2003,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
328,2004,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
329,2005,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
330,2006,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
331,2007,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
332,2008,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
333,2009,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
334,2010,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
335,2011,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
336,2012,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
337,2013,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
338,2014,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
339,2015,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
340,2016,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
341,2017,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
342,2018,12084.4,AG.LND.FRST.K2,AFG,Afghanistan,South Asia,Low income,IDA
343,1990,19203.3,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
344,1991,19203.298,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
345,1992,19203.296,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
346,1993,19203.294,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
347,1994,19203.292,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
348,1995,19203.29,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
349,1996,19203.289,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
350,1997,19203.287,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
351,1998,19203.285,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
352,1999,19203.283,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
353,2000,19203.2809,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
354,2001,19171.295,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
355,2002,19139.309,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
356,2003,19107.323,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
357,2004,19075.337,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
358,2005,19043.351,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
359,2006,19011.365,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
360,2007,18979.379,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
361,2008,18947.393,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
362,2009,18915.406,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
363,2010,18883.4204,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
364,2011,18873.536,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
365,2012,18863.652,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
366,2013,18853.768,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
367,2014,18843.884,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
368,2015,18834.0,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
369,2016,18834.0,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
370,2017,18834.0,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
371,2018,18834.0,AG.LND.FRST.K2,BGD,Bangladesh,South Asia,Lower middle income,IDA
372,1990,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
373,1991,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
374,1992,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
375,1993,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
376,1994,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
377,1995,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
378,1996,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
379,1997,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
380,1998,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
381,1999,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
382,2000,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
383,2001,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
384,2002,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
385,2003,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
386,2004,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
387,2005,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
388,2006,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
389,2007,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
390,2008,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
391,2009,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
392,2010,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
393,2011,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
394,2012,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
395,2013,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
396,2014,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
397,2015,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
398,2016,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
399,2017,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
400,2018,10.0,AG.LND.FRST.K2,BMU,Bermuda,North America,High income,Not classified
401,1990,25067.2,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
402,1991,25166.48,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
403,1992,25265.76,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
404,1993,25365.04,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
405,1994,25464.32,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
406,1995,25563.6,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
407,1996,25662.88,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
408,1997,25762.16,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
409,1998,25861.44,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
410,1999,25960.72,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
411,2000,26060.0,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
412,2001,26159.29,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
413,2002,26258.58,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
414,2003,26357.87,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
415,2004,26457.16,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
416,2005,26556.45,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
417,2006,26655.74,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
418,2007,26755.03,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
419,2008,26854.32,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
420,2009,26953.61,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
421,2010,27052.9,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
422,2011,27072.68,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
423,2012,27092.46,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
424,2013,27112.24,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
425,2014,27132.02,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
426,2015,27151.8,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
427,2016,27171.6,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
428,2017,27191.4,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
429,2018,27211.2,AG.LND.FRST.K2,BTN,Bhutan,South Asia,Lower middle income,IDA
430,1990,3482729.3,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
431,1991,3482258.34,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
432,1992,3481787.38,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
433,1993,3481316.42,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
434,1994,3480845.46,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
435,1995,3480374.5,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
436,1996,3479903.54,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
437,1997,3479432.58,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
438,1998,3478961.62,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
439,1999,3478490.66,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
440,2000,3478019.7,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
441,2001,3477539.94,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
442,2002,3477060.18,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
443,2003,3476580.42,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
444,2004,3476100.66,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
445,2005,3475620.9,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
446,2006,3475141.14,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
447,2007,3474661.38,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
448,2008,3474181.62,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
449,2009,3473701.86,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
450,2010,3473222.1,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
451,2011,3472809.1,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
452,2012,3472396.1,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
453,2013,3471983.1,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
454,2014,3471570.1,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
455,2015,3471157.1,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
456,2016,3470760.4,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
457,2017,3470390.5,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
458,2018,3470020.7,AG.LND.FRST.K2,CAN,Canada,North America,High income,Not classified
459,1990,639380.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
460,1991,643033.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
461,1992,646686.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
462,1993,650339.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
463,1994,653992.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
464,1995,657645.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
465,1996,661298.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
466,1997,664951.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
467,1998,668604.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
468,1999,672257.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
469,2000,675910.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
470,2001,677815.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
471,2002,679720.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
472,2003,681625.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
473,2004,683530.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
474,2005,685435.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
475,2006,687340.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
476,2007,689245.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
477,2008,691150.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
478,2009,693055.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
479,2010,694960.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
480,2011,697624.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
481,2012,700288.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
482,2013,702952.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
483,2014,705616.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
484,2015,708280.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
485,2016,710944.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
486,2017,713608.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
487,2018,716272.0,AG.LND.FRST.K2,IND,India,South Asia,Lower middle income,IBRD
488,1990,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
489,1991,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
490,1992,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
491,1993,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
492,1994,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
493,1995,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
494,1996,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
495,1997,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
496,1998,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
497,1999,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
498,2000,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
499,2001,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
500,2002,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
501,2003,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
502,2004,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
503,2005,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
504,2006,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
505,2007,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
506,2008,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
507,2009,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
508,2010,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
509,2011,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
510,2012,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
511,2013,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
512,2014,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
513,2015,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
514,2016,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
515,2017,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
516,2018,8.2,AG.LND.FRST.K2,MDV,Maldives,South Asia,Upper middle income,IDA
517,1990,56720.0,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
518,1991,56828.76,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
519,1992,56937.52,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
520,1993,57046.28,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
521,1994,57155.04,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
522,1995,57263.8,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
523,1996,57372.56,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
524,1997,57481.32,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
525,1998,57590.08,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
526,1999,57698.84,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
527,2000,59707.6,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
528,2001,57988.87,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
529,2002,58170.14,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
530,2003,58351.41,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
531,2004,58532.68,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
532,2005,58713.95,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
533,2006,58895.22,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
534,2007,59076.49,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
535,2008,59257.76,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
536,2009,59439.03,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
537,2010,59620.3,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
538,2011,59620.3,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
539,2012,59620.3,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
540,2013,59620.3,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
541,2014,59620.3,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
542,2015,59620.3,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
543,2016,59620.3,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
544,2017,59620.3,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
545,2018,59620.3,AG.LND.FRST.K2,NPL,Nepal,South Asia,Lower middle income,IDA
546,1990,1447.4,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
547,1991,49392.37,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
548,1992,48916.84,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
549,1993,48441.31,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
550,1994,47965.78,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
551,1995,47490.25,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
552,1996,47014.72,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
553,1997,46539.19,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
554,1998,46063.66,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
555,1999,45588.13,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
556,2000,45112.6,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
557,2001,44695.07,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
558,2002,44277.54,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
559,2003,43860.01,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
560,2004,43442.48,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
561,2005,43024.95,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
562,2006,42607.42,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
563,2007,42189.89,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
564,2008,41772.36,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
565,2009,41354.83,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
566,2010,40937.3,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
567,2011,40615.04,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
568,2012,40292.78,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
569,2013,39970.52,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
570,2014,39648.26,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
571,2015,39326.0,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
572,2016,38682.4,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
573,2017,38499.2,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
574,2018,38085.8,AG.LND.FRST.K2,PAK,Pakistan,South Asia,Lower middle income,Blend
575,1990,23503.3,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
576,1991,23319.39,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
577,1992,23135.48,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
578,1993,22951.57,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
